,pc_1,pc_2,pc_3,pc_4,pc_5
16841,-1.4934801,-4.505445,2.55303,4.3609776,5.773494
16919,-0.18730469,-0.7657366,1.8892407,9.8399935,3.6765172
16909,9.532582,2.36543,1.6735224,1.4459558,1.208469
16897,13.863531,2.5238435,-2.717603,-0.36032197,2.4629085
16646,4.981138,-0.58612937,-4.990562,3.9283307,-0.36443326
16632,-4.2284083,-6.477777,-4.46713,-0.48166826,-1.0320517
16884,14.633892,0.364699,-0.8957538,-0.30575868,4.1489577
16938,13.407457,0.14686334,-8.93934,0.06540664,4.225038
16766,2.97484,-7.5483737,2.2772663,17.493729,1.2150551
16870,12.347638,6.196087,1.4166999,-0.699216,6.488109
16929,-12.364549,18.789646,0.5395879,-3.36399,1.8706737
16826,-3.2476022,1.2456573,2.5562396,0.2882925,3.0882888
16781,2.6982532,-5.8843174,-0.5286932,17.748402,-3.46434
16661,14.679922,0.03913132,-1.3137857,-0.48507807,5.24059
16945,14.70635,0.4163519,-0.43234485,-1.153939,5.0498667
17838,0.1391362,2.0724924,0.71156335,5.4295907,1.3152909
17784,-5.7794657,1.8939877,0.70453334,0.5178958,3.5411987
17797,13.902593,-0.36788896,-7.8220854,0.49711394,4.0339217
17877,-0.09963875,-2.559438,9.388292,8.18241,-2.3433664
17825,-7.291581,-4.6422896,-1.2337757,-4.065368,-1.8012172
17851,14.234449,1.5128081,1.0805453,-2.0124712,0.26640406
17864,-4.2661977,-5.32876,5.420107,-1.8936874,4.5143704
6340,15.124888,-0.14636852,4.679992,-4.335795,-4.276056
6377,12.792366,2.0071707,-3.322124,-0.7305285,7.794965
6389,13.93557,3.9252374,0.9075125,-3.3708394,-7.2221594
6327,14.633573,0.19325183,1.5400888,-1.5141357,4.4206457
6401,14.483136,0.3818725,0.9612877,-3.090147,-1.9505638
6353,-0.10503701,-3.9114764,8.302279,2.8035145,-3.5793808
6365,-2.2828934,-3.4295945,2.0400982,3.6386902,0.21951993
11647,-3.528755,5.8519287,6.432046,-1.2469543,-5.327891
11715,-7.2510877,-5.2679133,-2.5514412,-1.9902924,-2.2118752
11623,14.25736,3.7686388,8.969964,-3.8882623,0.47244784
11571,14.539405,4.5009193,10.906504,-5.57261,-5.407239
11679,-7.759984,-4.0913744,-4.8870406,-0.56036687,6.0293274
11558,-6.7476935,-1.6291732,-2.003696,-2.97863,-5.112246
11584,-2.6539888,-2.4836075,9.93246,-0.8604109,-1.8606721
10848,-10.810216,3.9629786,-9.299573,-0.25778347,-5.2473216
10978,14.265179,0.33184072,-0.22142047,-1.4326165,7.2454104
10996,2.3881218,-5.0208497,6.8695073,15.22661,-9.114191
10920,-6.0433865,-3.0060089,-7.3028092,0.34377474,-2.6237245
10880,13.883031,2.0876367,-0.7072042,-2.3681152,-1.7518531
11013,-5.3620243,-2.4771936,-7.8125424,0.115069605,-2.45385
10960,-4.3956904,-1.9732665,-4.0066304,-0.53673023,-4.277265
1479,0.37296999,-0.93193746,3.8440204,1.0966775,-5.0779696
1573,2.4544654,-4.3746204,9.894708,14.16173,-7.3214245
1546,-3.079326,-1.9864266,0.9260841,0.61009675,5.9330764
1503,15.146766,0.4574004,6.089436,-4.5501432,-2.6512418
1491,13.371206,3.4877467,-1.3188434,-0.8374187,2.1106353
1457,13.174177,5.6431336,-1.789281,0.14676371,2.2017996
1537,14.304552,3.080122,-3.9823544,0.2380953,-3.51648
1564,15.589936,1.4459448,7.078624,-2.8234968,-0.21492067
1555,14.411965,3.2407908,8.168426,-3.260165,2.9165215
1588,-2.708375,-5.517998,3.7951205,-7.0803213,-2.1429422
1467,-1.534992,2.7042198,3.275111,7.313564,-3.1958168
1597,-3.9074128,-2.147395,-4.4232006,2.5020247,4.3250146
1526,-3.7511685,-5.18909,-0.5661438,5.486628,2.8911722
1605,-13.113911,18.36626,1.5919513,-0.58284926,1.2237489
17774,-1.759174,-5.252331,-2.8051171,1.2287856,3.7948978
17902,-7.034092,-4.2474084,-3.6008189,-0.5725081,3.1443217
17890,-3.8398538,-4.771088,-5.407728,0.47247517,2.4772418
17798,14.918318,-0.25558972,-4.3411636,0.1336864,3.1600332
17960,13.309579,2.6159072,-5.5578585,0.1609227,3.5800042
17878,-5.539645,-4.654732,-7.2477508,1.1394334,2.297227
17826,-6.6172724,-5.3256993,-0.5930778,-2.103509,2.3915982
17938,1.4491448,-3.1588655,0.5239393,17.77545,-3.288227
17980,-1.8041502,-4.9510818,0.31322497,0.7408269,7.3881054
17757,12.503862,8.319938,2.8963432,-1.5694999,-0.21275786
17989,13.091002,4.2833204,-4.0581594,-0.006945711,2.6309369
17813,1.3033644,-3.0201867,-1.8512313,17.362684,1.9909496
17749,-4.872253,-1.8864585,-0.90153456,1.3864098,1.6499977
17764,-3.5240827,-5.897122,1.3480023,-1.7216805,5.6893044
17865,13.09926,2.9520946,-6.3675528,0.19970015,2.12757
17785,-1.9145948,-4.298437,-3.3455334,5.007268,0.8253293
17926,-0.7847812,-4.6741657,-2.8100522,3.9080687,4.7746897
17852,-7.1147084,-3.3088906,-5.028924,-3.0269778,-0.06980503
17839,-1.6427907,5.51608,1.9576321,11.138444,-3.2160203
17743,-0.49716932,-5.519869,1.6020266,9.684947,-0.79200107
17949,-6.18904,-1.9466125,-6.8214617,-2.4836364,0.45842603
13546,-3.749921,0.27302924,-5.0660295,2.2360435,0.80094403
13359,-8.588649,2.9758394,-8.296863,0.28538492,-3.9585257
13533,-5.8716817,-0.46549302,-8.309739,3.2577186,-3.9463966
13559,-4.069758,-0.61001205,-1.0958827,2.8426428,-2.1085093
13506,-4.3869157,-1.5513568,-3.8527493,0.1987292,-3.113786
13408,14.222218,3.3625305,-0.30763024,-0.8010269,-1.6971587
13476,-1.9452899,-4.418527,-0.3268197,4.8944106,-1.1358061
13391,14.62634,1.0582374,-2.7088618,-0.045992218,3.1596272
13491,1.394805,-5.57278,5.7128506,14.995253,-2.8119824
13425,13.97546,0.20227967,-8.7028475,0.79219216,2.0671225
13347,-5.070834,-5.207116,-6.0188503,-1.7449099,0.14471461
13337,-3.2549288,-4.33147,-4.7964954,0.10304611,-2.283666
13585,14.158687,1.2617905,-4.8167295,-0.16840333,-0.7125458
13375,0.43562862,-2.0526962,2.86061,18.097818,0.6983633
10597,-2.1843789,-4.417635,-3.008184,0.75869036,1.8814654
10495,-0.59032506,-0.082664914,1.0704795,1.030816,0.51118994
10712,11.265579,8.57312,-4.0469055,0.33794338,-0.24266042
10509,-4.709167,1.2062894,-7.966849,2.4464386,-4.548335
10462,-4.889139,-1.0491663,-7.7985578,0.04556281,-4.2678614
10662,2.1969407,-4.187585,1.4072307,18.189224,-4.447778
10454,1.2070701,-4.188094,-0.37140498,18.173338,-2.192417
10610,-3.8218477,0.19250077,3.0108402,2.7048116,7.6959157
10570,-4.9408793,-3.8783028,-5.0484185,-2.6515868,0.43278816
10732,13.801345,2.1282194,-3.6470275,0.26058117,4.828791
10539,-7.111711,-2.1747742,-2.7151718,-2.6557887,0.57483095
10688,0.5067845,-1.294439,-5.835649,5.2730875,-3.234651
10675,-3.658457,-3.299133,-3.758171,-0.0010125873,-3.3858416
10523,14.18254,0.10051242,-5.4837255,-0.32706773,1.993672
11723,-7.2351413,-2.0353236,-2.0730975,-4.881456,-7.020524
11659,13.279974,6.553814,12.146299,-5.338024,-2.584224
11669,-1.1500424,-5.768304,1.8823415,2.1698844,0.111826904
11697,15.139746,1.4294549,1.0473099,-2.995695,-6.787992
11611,13.666531,2.5902336,0.04895632,-1.80257,1.3196079
11635,-2.3278828,-4.6589694,9.572519,-1.0578896,-2.3292425
11706,-7.8338923,-0.770235,-1.227776,-5.27133,-0.9575294
10700,-4.0779104,0.5705646,-9.132528,0.1511952,-4.0899982
10483,-4.089957,-6.6659503,-2.439469,-0.4364898,-0.60924697
10649,14.316912,1.7023555,-2.0876892,-0.3113947,2.3921158
10470,-4.969864,3.3389506,0.5506246,0.7243,-2.6889858
10555,-1.7972841,-5.028223,-4.4014034,3.9947033,0.08920639
10636,1.138819,-5.268944,-4.205467,6.785937,1.1624691
10722,-4.229207,-4.05376,3.693579,0.25383198,1.5575589
13871,-4.636507,-0.92593205,4.889634,2.54225,8.350814
13954,-1.959472,-1.6700988,-2.0706143,-0.3976605,2.1707988
13895,15.024144,0.71686065,3.7110202,-3.4952338,-4.3263073
13754,1.4078428,-6.532179,10.010445,0.75369716,-1.9802248
13543,-2.9251378,-6.56529,6.5154605,-5.5562487,3.0310397
13907,-12.720614,18.74217,1.6279757,1.9035321,1.9272671
13594,-6.1857257,-1.6706802,0.51736194,-0.28093266,4.9611974
13672,-6.520173,8.68486,1.1186552,3.1836057,1.5042208
13858,-3.7463932,1.293121,3.8854897,0.239033,-3.639234
13724,-13.266541,18.305553,1.4579214,1.5696366,2.0124226
13405,-4.043699,-5.252162,-6.6326485,3.5578732,4.5000167
13800,-2.1373682,-3.3584795,1.7569149,-0.4235084,-9.488254
13456,-1.6289477,-2.3358605,5.7348313,2.4120994,1.7204728
13582,1.235529,-5.418761,2.0685744,3.4657855,-3.7171497
13917,-5.189581,-3.3853457,-2.3798406,-3.1034539,5.359348
13784,12.920381,2.7704065,-9.912953,-0.11790672,-2.5779972
13439,11.560476,9.829345,1.0540296,-1.4889357,-0.71026224
13715,-4.279311,-2.9889433,5.3980846,-4.1982756,-4.4587293
13422,-2.5437987,2.2569764,10.350732,-0.45740896,-4.828747
13488,-5.985629,-3.0877771,11.081202,-8.301735,-3.3193612
13517,-2.6885912,-4.4624534,1.666686,-5.6324944,-5.968821
13372,-8.188821,0.96504456,-11.139707,-2.2286134,-4.8953867
13569,-5.2395425,-4.42411,10.485591,-4.923449,3.7051668
13830,-5.8087707,-5.6443605,5.0577283,-8.950487,-4.295501
13617,-3.093419,-5.836474,-0.41511485,2.8146348,6.555957
13649,13.750411,1.4824549,0.46673974,-2.629172,-0.3170137
13962,14.021151,3.2758234,1.6092346,-1.6358354,2.1193962
13970,-4.005889,-2.7368128,1.2711556,0.16119623,8.508652
17630,-7.818428,1.6004575,1.3221979,0.98581743,6.988758
17205,-6.190889,-7.3371553,-3.4309165,0.541559,3.1487317
17688,-7.6389737,5.2843747,-9.400058,-1.1645569,-2.888129
17555,15.1083975,0.9426252,0.6236735,-0.84749794,3.0314775
17700,-3.1661186,-6.25914,1.1174161,-4.3100505,-2.9852464
17600,-5.628052,-5.599074,5.685433,-6.4526253,-3.0667794
17156,-4.7761364,-6.0499644,6.142526,-6.7616305,-2.5561597
17054,2.2763996,-3.2323487,5.2980194,17.174232,-6.153244
17728,-5.0436735,7.058141,6.0269437,9.874439,-0.32169938
17510,-5.773611,-5.658675,1.441505,-3.9687028,3.427059
17540,-3.57027,-2.45002,-2.857813,2.528461,-6.7524915
17710,-1.3905903,-4.983047,-2.2037587,6.0396137,0.2828172
17220,-0.41448984,-3.234599,1.8337611,1.6489695,4.21379
17071,-5.130124,-0.10316942,-0.015194872,-3.368631,-8.590783
17479,-6.3949966,-3.0843723,-0.3409943,-1.3927666,1.4815158
17660,-4.789426,-0.11989823,10.164714,-0.5597359,-1.3464357
17265,-2.8186018,-7.4920173,2.30304,-1.8785257,-1.0293722
17303,13.391047,6.3273764,-0.35265818,-0.5348224,-3.1331584
17189,-7.20058,-1.9482231,3.7748415,-4.036447,-1.1991432
17495,-3.4027908,-6.5570326,1.0802901,-1.8185428,-1.9002603
17428,-4.3017735,-3.9267604,9.537172,-8.367606,-7.8400927
17462,-1.895093,-0.827605,4.171557,0.7665566,9.418268
17235,-4.908622,3.6353395,-1.3422148,2.9233236,3.0677087
17036,-4.914928,-5.559014,-0.94985,-2.9609232,-0.34024295
17020,14.161632,0.863124,-0.30670786,-2.0295365,2.7717617
17313,-5.8038373,-6.250733,1.2132301,-7.295327,0.8220592
17173,-8.065156,1.383408,1.1752375,-3.9254587,-8.132638
17645,-4.8737507,-1.2556864,2.6007068,-0.7253263,4.980274
17122,-4.354508,-1.0264087,11.166336,-10.655017,-3.0687904
17733,0.15204735,-4.959419,5.9788365,-1.1677438,3.6840024
17570,-11.828385,19.001652,1.9723887,2.701444,0.8315033
17348,15.053303,-0.367263,0.966758,-1.9596875,2.542581
17525,-5.505339,-7.2375326,-5.6812544,-2.321263,5.1011567
17139,-4.8327374,-1.7713741,8.077618,-4.321034,-4.792627
17105,-8.6092825,1.48029,-1.1032057,-0.57985306,-4.3650947
2989,-6.649078,-6.4454327,-5.8139577,0.2703349,-4.4111896
2970,-4.5928435,8.076898,-7.495963,3.1810284,-2.7639291
2918,-4.6969337,-5.5280385,-6.050833,0.8155895,4.4820795
2946,13.714698,2.0338144,-6.428257,0.14210479,0.39574298
2977,-2.8373811,1.1817691,-3.0733466,0.8809711,-3.4158704
2959,-5.907383,-2.6845136,7.1991053,-2.0337534,-4.3847737
2876,-3.9287949,-0.049968224,-1.9833454,-1.2433609,-2.3767877
18468,13.802041,3.5278327,0.5941966,-0.46541503,0.7565257
18502,-1.853401,-5.772701,0.7114447,2.9976695,4.2693143
18686,-3.5996628,-5.807477,-0.13096036,0.96502167,4.777182
18436,15.084607,-0.8222477,6.324083,-4.060901,1.1224438
18586,12.638953,3.6257136,-9.882061,0.08199112,-1.7588762
18646,-5.9691224,-0.8968466,-5.3113346,1.2722636,-4.61638
18598,-4.239089,-3.6819794,8.795486,-1.856982,1.1322802
18678,-1.0146484,-0.96163,-0.1869423,3.0418727,6.4743986
18574,14.836774,0.81024325,7.2250643,-4.336407,-0.13274261
18547,15.039943,0.5929843,0.5787744,-1.992567,-2.18038
18658,-0.13140617,2.0936923,2.009756,0.82213295,-0.9691477
18518,1.264501,-5.0215673,1.6839352,10.784388,3.9126513
18452,-5.224549,-2.225164,11.689425,-6.221865,-4.8769307
18705,12.998885,5.2522864,-3.973272,-0.11805494,-2.5005643
2017,2.549954,-5.133141,-3.232583,3.058098,1.2831585
2010,-5.5069265,-8.468171,4.564656,-6.4691052,1.2808983
2049,14.30182,0.8327685,3.3778255,-5.0947356,-5.8196883
2024,13.4218,3.7838926,-1.8858651,-0.6936162,-3.3015943
2225,-7.505189,-3.86367,-4.8893795,-4.573247,3.1915588
2039,12.934781,5.0208592,6.5021224,-4.225559,-1.2834613
2103,-5.678604,-4.9224086,-0.94735104,-1.5333062,7.6392694
2158,14.188811,0.31643012,0.22120434,-4.269093,-3.1643784
2075,-5.0392885,-2.5912516,1.8366812,-2.9773664,-3.9002247
2183,-8.12499,0.13156678,-8.774942,-3.3705378,-3.6565967
2171,-5.5517497,-0.08400307,-2.802831,-1.1749506,-2.5944452
1984,-6.521179,1.0912259,0.71895874,-1.5887561,4.6925087
1994,-4.5198407,-3.13453,-0.034102958,-1.7061337,-0.08154234
2206,-2.9204662,-2.566279,8.963361,-4.8080716,-0.18468788
2216,-3.3430943,-6.953259,3.0178897,-0.53716326,6.252111
2117,-2.215107,-2.9680567,1.8275177,-0.4520848,-8.063872
2089,-5.8627086,0.20317078,0.20200942,0.60813385,-5.001418
2030,-6.4617023,0.5697043,0.7703229,-3.7313192,-5.3091874
2145,-4.0747514,-0.89674467,3.5470521,-1.676659,4.2215743
1973,-5.9633193,-3.5666559,5.9895625,-2.8178196,2.2332785
2131,-6.273826,4.2715597,1.7878158,5.626389,-1.427448
8258,14.9147005,-0.67114604,3.6981897,-3.307025,3.6960359
5998,14.930241,0.2076737,-1.2924378,-1.4680701,0.24081334
6360,-5.114872,-6.0576105,8.804789,-7.361488,-1.9472004
6347,0.15857348,-3.6820633,10.200356,-3.0341196,-0.38590068
6961,13.420845,2.4141624,-3.0664177,-0.7733016,6.6599407
7480,-11.102887,19.469479,1.845855,0.24440944,3.732917
5107,-4.2046585,-4.388384,-3.8737552,-1.4014311,-0.94398206
7317,3.0611851,-6.487039,10.699521,13.867167,-3.30367
7219,14.241054,3.8453827,1.7333717,-1.1372572,-2.746238
6498,-11.312372,19.168665,2.5085905,3.6434174,2.301862
7195,14.161773,0.39042485,-6.3354144,-0.8369918,-2.9113367
5171,-7.1710196,3.4211016,12.413286,-8.054526,-5.9342523
8200,-4.931306,-7.480187,7.786326,-4.2620316,1.3568176
5492,-3.9275534,-4.6486444,-3.3440742,0.58592314,2.6580927
8231,-7.1715846,0.28515887,-0.99507195,2.5462677,1.2445068
7082,-3.8578198,-2.0033247,0.60169256,-5.7720037,-4.286352
5513,-1.8992156,-4.0199623,-3.2235668,5.0223036,-5.095631
5801,-4.909397,-7.3984017,-1.6004214,-1.0582509,4.886404
7798,-7.248329,-5.0889726,-4.1500354,-1.9927408,4.6032963
5951,-6.3370037,-4.6086597,-0.047199674,0.11712797,0.82854056
5966,-6.0358415,-7.80032,-1.0593945,-2.4807692,-0.5004985
7512,14.190884,1.0318779,-2.4953234,-2.7554095,-7.0687284
6977,13.708073,1.9997245,-2.1695666,-0.5649516,2.4430366
6653,-6.6456094,-5.987013,-1.3165982,-4.646374,1.0723125
7693,-7.5055375,2.4726624,0.53380615,-2.1991532,-6.574829
5667,-1.505069,-3.3839772,3.5561306,-1.5877635,-0.647772
5813,-3.1883693,1.9089003,3.1539352,-0.40319422,-4.0061946
7864,-1.4948081,-0.17337984,6.3931694,-3.3475375,-6.906861
5505,-3.9596574,-4.91127,-1.0380112,2.43418,9.435844
6604,-6.7279525,10.213524,2.999953,0.64654016,2.4293582
5116,13.89656,2.3578784,2.504549,-1.9000541,6.101721
6254,-4.596069,-4.370238,-3.920651,-2.3547618,-5.373869
5299,-3.5177667,-1.7216148,9.349427,-1.9729389,-4.4510574
8424,-4.1052895,-0.9267317,-3.5121946,4.293094,-3.733661
8293,-2.1879585,-2.9378123,3.784068,-4.3343797,-7.2212234
24209,-2.8328333,-2.4314337,-1.3569282,0.79418,3.9836748
25352,13.885059,2.0863068,-4.8989286,-1.0301359,0.954467
25016,-3.0014248,-4.1023064,0.7133838,-4.6110597,5.8777676
25588,-3.2818704,1.7792139,3.9205785,1.4061302,1.2965726
24596,14.961844,0.029308174,0.8149605,-2.5076845,2.1684673
24521,13.864674,-0.22219604,-9.487648,0.07060094,1.7646631
24708,13.87201,2.7454045,-1.6412466,-1.7711202,-1.1612452
6307,-4.590024,-5.580892,6.595842,-0.5569373,2.804549
5281,14.809547,1.8667183,6.544481,-3.8427799,-3.808033
6614,6.265405,-3.6283662,3.4011092,0.66726625,-0.32920104
6625,-6.7040544,-3.5504847,9.663836,-9.833237,0.37597018
5578,-1.0761298,-4.4723315,2.3842113,-5.2807317,-6.7182465
5141,-4.785724,-1.7116884,-1.9597155,0.33487463,3.9254913
7126,-0.5339949,-5.2036886,11.800667,3.4746742,0.3105423
6786,14.72057,1.962999,8.411236,-5.1844997,-3.2940109
5715,12.205239,7.059433,4.531021,-3.0393882,-0.22636412
5368,-6.4968305,0.8553272,13.055388,-9.086552,-5.953574
5563,-5.226072,-0.7128221,0.234285,-2.659507,6.7890196
6864,-5.6269174,-0.55568445,-8.331949,0.7723391,-6.3119507
5897,-3.5682993,4.9317074,1.6339921,1.0428269,1.5107471
8426,13.48245,1.5297725,-1.4360993,-0.8095627,8.568427
6193,-5.8993583,-5.9816966,3.706819,-2.3146608,5.1958857
7701,2.2920928,-4.92734,8.931677,13.013028,-8.478592
7678,-5.023236,-5.296724,3.1488826,-3.0365021,7.157158
5883,-1.472959,-5.5375533,-1.0166959,12.738179,-3.956547
8315,-6.2957964,-1.29347,9.862866,-8.336805,-6.694756
6851,-4.4984717,-0.7377689,4.301706,-4.3901744,-6.4892635
5126,-3.9212894,-7.5821958,-3.767111,0.5740541,2.4403582
6812,14.672773,0.6136266,2.2586923,-2.023775,3.470809
6957,13.568141,3.061086,1.0408185,-1.5094955,2.7817354
5414,-3.348081,-3.349934,-3.6642094,-2.3333836,2.2356794
5352,12.854781,3.9638011,2.4650345,-2.762035,1.3882366
6733,-2.9211762,0.9185196,8.984601,3.2095213,0.95784247
5226,-3.432279,-7.6241302,-2.0518394,-4.8889737,0.52021956
6073,-4.029094,-7.479183,-3.8240645,-3.5836697,2.323166
7363,14.922852,1.5689065,5.3117776,-4.27231,-3.286265
7912,-6.7062335,-3.2690337,-4.7785306,-2.7232692,1.1304703
6129,-4.945724,-4.814573,-2.6312525,-3.0446787,-6.0113735
5245,-6.109989,-3.2815616,-6.9041367,-3.207359,-6.921252
7278,3.1372342,-4.5172577,11.889452,11.782493,-10.242754
7928,-5.8547997,-0.120294794,2.5787928,-1.1170208,1.5490711
7496,-4.430318,-4.6086826,6.8910537,-6.7328305,-8.5977745
8337,-7.1707115,-5.672842,-4.4988856,-3.6243665,-5.229564
6171,-2.9035528,-6.8521557,1.8153315,-5.593005,-2.853184
6639,-3.4822612,-1.5950927,-7.8608036,3.1260874,-7.961888
5317,-10.541305,19.110903,1.9189931,2.836806,1.48095
6838,15.308033,-1.9324245,-1.1290812,-2.270813,2.520478
5650,14.674186,-1.6483904,0.8260728,-2.4056756,3.75661
6013,-2.5538373,-3.5829697,-9.03731,-0.12552956,-3.4280488
6509,-6.7171082,-5.6996183,4.1997647,-8.636688,-6.6058283
6702,-5.5780544,-2.2725494,-3.2920299,0.1645377,5.8473516
6760,-4.260295,-7.0326643,-1.1517892,2.9748666,5.0968733
6575,-1.2493045,-4.9841056,3.2594492,-0.15391831,-2.253834
5938,-3.8263872,2.473566,13.755164,-3.4582653,-2.358349
5548,-10.308576,18.845734,2.3912797,4.854929,4.120316
8098,-3.5046992,-5.951859,2.6344001,-0.5524827,5.1527534
7557,13.095659,2.072626,-2.219636,-1.0537472,6.380938
5097,-1.1223732,2.8189068,-4.291914,4.555002,-6.6423626
5188,-3.723004,1.1964961,3.3162658,3.3990963,6.544018
7764,2.560691,-6.1477947,6.5439386,14.827195,-5.0017557
6443,-1.9694811,-0.5038149,-9.689588,5.6628847,-6.65116
6582,13.772707,4.0877676,5.188409,-3.6552172,-1.4831464
8217,-2.8941472,-2.8887153,1.332823,-0.15671147,4.101147
6396,14.192438,-0.08824187,-8.196203,0.046298765,-0.20432521
6987,-4.916677,-4.585588,-3.5377262,-1.3822125,-7.431076
5683,-2.250163,-5.079366,2.891215,-0.08231385,-8.430816
6799,-5.1548624,-6.738245,2.6605985,-6.085625,-1.6598649
6182,1.4774544,-7.1553206,2.8901072,7.164088,-0.66126096
5824,-4.360966,-6.2061305,4.1499653,-3.7407358,4.571595
5632,-7.958966,0.80857265,2.0043309,-2.9969132,-4.745651
5155,-5.0659323,-7.452202,7.3163457,-6.624894,1.5795189
7052,-5.580367,-2.6659634,5.294806,0.12463189,-7.0115876
7397,2.3679838,-6.9676995,1.4316264,16.976307,-1.1888214
7308,-8.175852,-2.556405,-3.9103606,0.21211115,7.2371216
8183,-4.0054145,-1.8104267,0.109713286,3.2642045,5.30525
8441,-9.215306,0.38176805,1.2191008,-2.1073232,6.740269
6773,-6.9205933,-0.32844463,4.418178,0.3991558,6.7694044
25611,-5.286286,-2.48252,9.43613,-5.97872,-4.009598
25827,-7.6545787,-3.0804327,-1.9236643,-3.0626354,7.5359464
25785,-5.5339284,1.5192726,10.609481,-8.217948,-6.83836
25499,-7.361837,-0.83883995,-4.9767075,-5.8356233,-5.6341496
25572,-5.0371056,-4.3561163,-7.5057774,-4.331605,0.9990627
25486,-8.056467,-1.0251663,-2.8488305,-4.0500617,1.9038798
24432,-5.4345827,4.3828254,0.32108808,-0.96387297,-6.594406
8431,14.69194,-0.47054294,-0.43355882,-4.0708895,-8.304908
6670,-10.717178,18.835548,1.9535049,1.1351516,3.6915078
5207,-6.4504285,2.604628,4.069696,-1.2906431,0.10464477
5451,-3.4342031,-1.5262871,-5.7195163,3.822278,-9.241769
6465,0.8747977,-3.0745993,3.6502562,4.001889,-3.138798
7687,-6.4818597,-3.783848,-3.766797,-3.01799,2.1014383
7024,-4.368746,-0.92757064,3.9595044,-4.35382,-3.4177945
5699,-9.37806,4.9006586,3.1303942,0.041910145,2.3273883
5614,-1.9894359,-3.9649494,6.3611035,-4.350259,-5.4953084
7154,14.416961,1.951128,2.371933,-3.279066,-5.801852
7010,12.514773,7.6789184,0.5809611,-1.4600984,-1.2695991
6589,-1.2103572,-4.9321895,-3.4358108,0.48736796,-3.7189279
7414,-8.141346,4.7816815,-0.39795983,1.1220347,5.596239
5774,-6.831414,-2.7716331,-5.2394867,-1.3426152,-0.75818914
7328,-6.7187214,-1.6108042,-3.856536,-3.9718134,-5.968247
6686,11.445052,9.186351,-3.0896254,1.0162652,1.0412139
7781,-3.8286314,-1.6546179,1.1303775,-5.323149,-2.733038
7168,1.5968624,-5.253524,2.9824374,3.1405182,-0.48090515
7292,14.913597,-0.78003126,3.397142,-2.5776727,3.4373312
8282,-5.6886463,-6.3473005,-0.5050701,-3.377521,9.116047
8082,-0.07417461,-0.3608708,10.046828,11.833205,-4.7498465
8090,-7.1890497,1.2606897,-6.318574,-0.43908226,1.312157
6825,-4.629732,-4.2131844,-8.206375,1.0888039,-7.567926
6954,10.090983,-2.2670908,-0.066543944,-1.7173247,-3.3152244
7285,13.984871,-1.314359,-4.253245,-1.2530819,4.486303
7976,-12.183316,18.695478,1.7264018,0.75703335,1.870604
7748,-4.1217594,-4.9073887,3.062637,-2.77167,-10.128439
6454,-7.6336813,-3.9521785,-7.2288747,-5.4581738,-0.23188744
7300,-5.932076,-0.2870227,-8.89712,0.8780318,-5.2834644
8348,-6.1483355,-6.2715545,1.5323919,-6.1667094,-1.4169669
8114,-8.322446,-4.1781793,0.7185725,-4.29296,-1.100552
7848,14.262535,3.4232893,-1.9097023,-0.3164797,2.1991382
7431,15.147717,-2.8321438,-1.2443674,-2.4603631,-0.6660508
7350,-3.2190773,1.4947976,-1.2607676,0.6298691,0.5164511
7682,0.7994943,-6.8521476,3.7775075,4.6821194,-2.3758495
5760,-0.50517637,-6.203057,-4.290826,4.2378054,1.9241035
6747,-5.003311,-3.968898,10.574976,-6.40225,-5.3279185
5914,13.635989,1.7628589,-7.1259174,-0.6053998,-5.6508174
7542,2.8761141,-4.4968266,5.5197983,16.818048,-5.5209193
7280,14.456895,2.2548661,4.3118434,-4.2654314,-1.6444665
6520,-3.782188,-8.194991,-0.87870145,-4.478706,-0.028898058
6384,13.867264,4.9858794,10.101208,-4.780522,-5.830833
5263,-6.715579,-0.27508655,0.11706842,-1.9346179,3.8823543
5925,15.677299,-2.423891,3.4266026,-3.337339,3.407939
6408,-4.6602483,-3.3507624,2.854219,-5.490416,-4.7707005
6420,-3.1885579,-5.6397133,1.49502,-0.39718828,5.1632943
7338,-4.34534,-6.1792507,-1.7276192,3.3310835,2.683785
8245,14.022518,-0.9093033,-5.2169623,-2.2116613,-1.3279042
6115,-5.1212754,-3.9389758,0.9333176,-0.47845232,-1.8644139
5982,-2.858012,-6.804407,0.9127607,-2.6776814,-0.521904
6101,14.347658,0.19449417,-5.0211234,-0.70714885,-1.397937
6596,13.680461,-0.6408788,-3.0278847,-1.8248487,6.5858393
8125,-6.250057,-4.3537207,3.2913256,-3.668909,-0.6006807
8105,-5.3453403,2.1242146,7.532841,-2.2120075,-1.7920147
6718,-2.9550612,-3.2313294,7.6962285,-2.4371588,-2.076992
6043,-4.4206843,-0.9973266,3.4822972,-0.5707526,2.1752977
6321,-7.277358,4.67321,2.7053413,1.124102,0.13614261
7448,-5.9709706,1.6219639,12.175084,-6.7488976,-7.8042994
6281,-4.876926,-4.4834867,0.47909248,-5.495788,-2.311108
6998,-8.476601,-0.299494,-0.17059742,0.17383336,8.113344
7229,-4.096362,-4.5254703,5.5590677,-4.2064004,1.4120952
7896,14.200597,1.1569012,2.2853296,-2.0155132,2.7291794
6087,14.349579,0.48153874,-3.1790488,-1.4414827,-0.788149
7880,-8.702579,-2.4897747,-7.3929906,-3.439192,-0.29671833
5428,-12.329834,18.703653,0.8950313,-2.9382105,2.1096592
