,0,1,2,3,4
3264,14649,EXIT 29,"Convenient to park, next to highway.","There is no sign outside which says Hotel or Exit29. Staff unfriendly, receptionist refuses to understand any other language than french and gave me s filthy look, cause i tried to comunicate in english. Pillows are a horror, rooms cold and bare. Remote for TV didnt had batteries. Heating switches off at night, so rooms are icecold in the morning. Dont go there again.",5.4
3265,14591,EXIT 29,Location.,"Breakfast was very basic, no selection, not even an egg!!!  Coffee was not very nice. For the price of the accommodation it was really very poor. The meals in the evening were also basic and quite expensive for the content. Definitely wouldn't stop here again.",5.8
3266,14606,EXIT 29,Great breakfast and good location,I couldn't open the window so the room was very stuffy. And the TV was 30 years old.,6.3
3267,14635,EXIT 29,"Staff are friendly.  It is not like a regular hotel since it is in a truck parking and the costumers are almost truck drivers so it is different environment, but not everyone would like this",There was bad smell in room section. Staff do not know English. Also it is exactly located at the heart of a crowded truck parking so you should consider this too,6.7
3268,14687,EXIT 29,Nothing,"never seen a worse hotel. the staff only spoke french, there is no wifi in the rooms, the room was freezing cold and really dirty, the dinner and breakfast were disgusting, the reception was also the restaurant cashier so if there are customers eating you have to wait. really not recommended",1.0
3269,10239,Eyndevelde,Excellent location and very tasteful interieur Peaceful and  close to nature,Closest restaurant had closed Monday-Wednesday Details like quite complicated griill/micro and missing  pan to steak,10.0
3270,10254,Eyndevelde,"Clean, comfortable, spacious, very well located for access to Bruges, Brussels, Ghent and the coast. Very helpful hosts whenever we had problems.",A better variety of saucepans would have been helpful; the road was slightly noisier than we expected; there were a surprising number of mosquitoes.,9.2
3271,10138,Eyndevelde,"The beds were very comfy my kids really enjoyed the stay, they wanted to come back again, myself for the next holidays I will like to come back again, that county side is so quiet, I would like to recommend this to friends and family as well.","What I didn't like, just a lot of flies in the property, I do understand,  because we were at the county side. But it's was so good",10.0
3272,10172,Eyndevelde,We really enjoyed the stay here. A carefully refurbished property in a beautiful area. All necessary things was provided. Clean and comfortable beds. Nice view from the balcony!,,10.0
3273,10268,Eyndevelde,Very peaceful.. Nice view across field. Great shower. Comfy beds. Character building. Lots of utensils.. Nice courtyard. Helpful staff.. Close to good cycling routes.,No dvd player.. WiFi didn't work.. Could only fit two on the sofa,8.8
3274,10207,Eyndevelde,"We loved everything. It was peaceful, beautiful both inside and out and comfortable. We were very, very impressed and will be very likely to go back for more cycling.",We loved everything,10.0
3275,10114,Eyndevelde,Nice location to go MTBing. The apartment was clean and well equipped.,The pillows were not very comfortable,9.0
3276,2086,Faubourg Saint Martin,"I loved the old building, it had a lot of character. The location was great only a few minutes away from the city center. The beds were very comfy.",The bathroom wasn't that great. It was hard to take a shower and not have water dripping on the floor. Dripping is an understatement. Also the bathroom was in front of the room and it was not possible to close the door to the outside. We where by our selfs but if there are a lot of guest I woud not like the idea someone could just run into your bathroom.,8.0
3277,2232,Faubourg Saint Martin,"Great host, I can highly recommend this Hotel! Perfect service ..",,10.0
3278,2264,Faubourg Saint Martin,It's a wonderful house located in front of the Saint-Martin church. The outside doesn't say much but once inside it's a real gem. The rooms are well decorated and are very comfortable. The view of Liege from the garden is amazing.,"Even if located very close to the city center (5min walking distance), be prepared to walk uphill or climb hundreds of stairs. But it's worth it ;-)",10.0
3279,2336,Faubourg Saint Martin,"Very cosy, tastefully restored old house. The room was excellent, silent, good privacy, nice and clean bathroom,.. Very friendly staff, excellent breakfast (optioneel, 15$ pp extra). Highly recommended","The only very small remark is that the bed was a bit hard for our taste, but still good.",9.6
3280,2142,Faubourg Saint Martin,"Great location and wonderful amenities. We were warmly welcomed and the breakfast was Excellent. The apartment was beautiful and super comfortable, with a full kitchen. I would definitely recommend!",,10.0
3281,2181,Faubourg Saint Martin,Place was so pretty and the design was perfect! Pictures don't do the justice,,10.0
3282,2308,Faubourg Saint Martin,"Beautifully restored Belgian mansion, decorated to a very high standard. ",Nothing not to like.,10.0
3283,24825,Anna Penthouse,"The keys were in a lock box to which we had the code, so very easy access.","There are 7 short flights of stairs, no lift, so not ideal for those with very young children or the elderly or infirm. It was not a problem for our party.",9.2
3284,24882,Anna Penthouse,"Very Centric location, very clean and big open space, kitchen fully prepared .. ",No stairs,9.2
3285,24868,Anna Penthouse,It was clean. and totaly same as the pictures on the web pages. The location was.. not that close from the main station.,,7.9
3286,24810,Anna Penthouse,The location was very good. It was very clean and the bedrooms were spacious,No aircon and it was 35 degrees during the day and hot at night. Also it was on the third floor and no lift. There were fans in the bedrooms which helped a little,9.2
3287,24840,Anna Penthouse,"Very spacious penthouse apartment, with three well-sized bedrooms. Comfortable beds, very clean and in an excellent location! ","Don't book this penthouse if you're unable to climb a few stairs. We were all bitten by lots of mosquitoes during the night, can't really blame the owner, but maybe fly screens in front of the windows could help. ",9.2
3288,24909,Anna Penthouse,"Location, facilities and comfort",It was all good,9.0
3289,24896,Anna Penthouse,"The place is huge and really nice. A lot of light and 3 big bedrooms. The apartment is placed at the end of a street full of bars and restaurants and is walking distance (10min) to the main markets.
The place is comfy and really really clean!",,9.5
3290,2214,Faubourg Saint Martin,"The owner could not have been more hospitable, everything about the stay was of the highest quality we could not have been happier.",,10.0
3291,2278,Faubourg Saint Martin,"Excellent decoration and very comfortable rooms, very friendly People, nice home made breakfast.",,9.6
3292,2256,Faubourg Saint Martin,Warm and helpful hosts (thanks Veronique for the guidance about places to visit and to dine at). Very nicely restored house with tasteful decoration. Room was large and comfortable. Breakfast was excellent. We really enjoyed our visit.,Nothing,10.0
3293,2100,Faubourg Saint Martin,"The whole house (apartment and breakfast room) was great. A newly renovated old-style house, clean and quiet. The breakfast was good but it could be a bit improved. On the other hand, everything was fresh and the owners were very welcoming. The house was located within walking distance of the old city centre which was great for taking .",,9.0
3294,2156,Faubourg Saint Martin,"Very nice hosts who made sure everything during our stay was on point
Beautiful room (double room with shower)
Nice courtyard
Although we live in Belgium, we'll come back!",,10.0
3295,2293,Faubourg Saint Martin,The host offered us a choice of 3 rooms when we arrived. The rooms are beautiful & the shower was fabulous! The host very helpfully gave us a map & list of restaurants.  The guest house is very close to the centre of Liege & we were lucky enough to get a free parking space almost opposite.,"Although there was a stand-alone AC in the sitting area, there wasn't one in the bedroom. Being so warm, we slept with the windows open but the traffic noise disrupted our sleep.",9.0
3296,2223,Faubourg Saint Martin,"Friendly owners
Spaceous room/suite
Well equipped.
Thanks for your hospitality !",,10.0
3297,2322,Faubourg Saint Martin,Breakfast excellent. The room was absolutely exquisite.,,10.0
3298,2059,Faubourg Saint Martin,"From the moment you enter from the rather plain street,  you will be surprised by the romantic and stylish courtyard. My welcome by the hosts was warm and accommodating and  I was amazed by their excellent taste in furniture and decoration - all very stylish, quiet tones and with great eye for detail. As opposed to the bigger chain hotels, it is very personal and cared for, which also goes for the very comfortable rooms. I was sorry I was there for business because it would have been the perfect romantic get-away. But then, I'm sure to go back.",,9.0
3299,2169,Faubourg Saint Martin,"The room was as depicted on the pictures, very neat and tidy.",Nothing.,10.0
3300,2072,Faubourg Saint Martin,"The room is very beautiful and luxurious. Nice location and very well equipped kitchen. Loved the fact they had extra pillows, i request i usually ask in hotels.","The shower, is very unhandy for tall people.",8.0
3301,2204,Faubourg Saint Martin,"Lovely stay in the city center of Liege! Very comfortable and spacious room. The hosts were very kind and welcoming and even provided a small private ""dining room"" where we could have our take-away dinner and breakfast in the morning, very thoughtful and convenient during these covid-times. Definitely recommend this place!! ",,9.0
3302,2240,Faubourg Saint Martin,"Perfect and beautiful !
Wonderful room with excellent and comfortable bed !
Breakfast is just perfect !",,9.2
3303,2193,Faubourg Saint Martin,very comfortable (good heating),nothing,8.0
3304,24506,ferme st martin,"Host, dinner and breakfast very good. Location easily reachable and nice.  Very big rooms, good comfort and bed.",,8.0
3305,24648,ferme st martin,"Very nice owners ! 
They were very supportive. 
The room was nicely decorated. 
Lovely old farmhouse ","For 120 euro we would expect 
- tea and coffee for free in the room not just a kettle
- fresh towels. The towels really did smell bad so we used ours. 
- a decent bed and pillow: it was just very old and used too much. 
- more reasonable prices  of the little restaurant required. It is not worth it to eat there at the moment. 
- overall totally overpriced ",6.0
3306,24470,ferme st martin,"Great Dinner and Breakfast
Cozy room 
Good value for money
International vibe
Room ready before checkin",,9.2
3307,24434,ferme st martin,"The location is nice and quiet! They tried a bit of dutch, what is great of them. Everyone is friendly! They serve a big breakfast (incl.) and 3-course diner ($20/p.p.).",An upgrade to the bed and pillow would be needed.,9.0
3308,24523,ferme st martin,The private help in the owners car to pickup my forgotten bike-ricksack 8 km away.,The many mosquito's in the bedroom,8.0
3309,24389,ferme st martin,"I liked the food, the facility manager was very friendly, very calm surrounding good water pressure in the bathroom.","I didn't like squeaky floor, the noise from neighbors and the dirt in the grout in the bathroom.",8.0
3310,24416,ferme st martin,A family-run place in the middle of the village. Very nice rooms. Good sauna. The food was simple but tasty.,"The place has its own rhythm (because it is all run by basically one person) but if you can adapt, you will have a good time.",8.0
3311,24555,ferme st martin,"Great Breakfast, starview from the bed!  Nice cosy room with 2 large bedrooms and private bathroom.  Good location. Friendly staff",Bit pricy.,8.0
3312,24539,ferme st martin,"Cute rooms with nice deco, very welcoming owner and delicious breakfast with local products. Very calm stay. Sadly we only stayed one night and couldn't try the crepes and ice cream that are also sold in the same place in the afternoon..",,9.0
3313,24488,ferme st martin,"It was as promised. The rooms were cosy, the breakfast excellent. And the host was very friendly and accommodating. ",,8.0
3314,24611,ferme st martin,"A unique lodging experience. It was in a very quiet location in a small village surrounded by farmland and farm animals. The hostess, although she didn't speak English was very nice and accommodating. Our room was very large and nicely decorated. Breakfast each morning was very good and the locally made preserves were wonderful, I especially enjoyed the confiture de lait.",The top floor room got a little hot as we were there during a heat wave.,9.2
3315,24570,ferme st martin,The location was great and the room was extremely comfortable and clean. They also provided us with an earlier than normal breakfast which was very much appreciated.,,10.0
3316,24452,ferme st martin,People and good were good,Old skool country hospitality,9.0
3317,24402,ferme st martin,We stayed in room no 5 which has 2 rooms and great views. Breakfast is decent and owner is fantastic. Location too is great though one may struggle to find food nearby though owner do prepare dinner.,"Do not want to be picky, it's a nice place for a short vacation.",9.0
3318,7489,Flandria Hotel,Friendly and helpful staff. Location in the centre of town. Excellent breakfast. Comfortable room.,Nothing to not like.,9.6
3319,6847,Flandria Hotel,"The hotel receptionist is very friendly and helpful. Otherwise, the breakfast and coffee  was good","On the other side, the quality of wc is not as expected. Water is leaking and needs some renovation. We expect also the room with a large bed but there were two small beds laid together, therefore, the lying was not so comfortable.",8.0
3320,7194,Flandria Hotel,The location of Hotel Flandria is perfect. Very near to the old center of the beautiful city of Gent.  It's a five minute walk from the parking (EUR 15 p/n) and maybe 2 minutes walking from the old churches. At check-in the staff was very friendly,"The accomodation is not very clean, smells funny and there was a lot of dust in our room. We booked a room with a large 2 pers. bed, but instead we got a room with separate beds. The separate shower looked old, a bit dirty and not very comfortable.",6.3
3321,6712,Flandria Hotel,Location was great and it is very good value for money. Staff was very nice and efficient.,"Breakfast should have more options, it is a bit simple",8.0
3322,7066,Flandria Hotel,"The location is perfect - 3-5 minutes to the very center, and still quite and peace. The staff is very friendly and helpful.",No soundproofing. Rooms are in need of renovation.,7.5
3323,7206,Flandria Hotel,"Spacious bedroom, view of the cathedral, fabulous location but still very quiet",The shower in the ensuite needed you to hold the attachment to make it point in the right direction,7.5
3324,6646,Flandria Hotel,Given the exceptional difficult circumstances the staff were fantastic.,,8.0
3325,6985,Flandria Hotel,Very nice staff!,"The rooms are not very friendly designed, more like a hostel not a hotel.",7.1
3326,7457,Flandria Hotel,"Amazing location, right next to the city center. Very friendly staff (italian woman and the guy who checked us in - don't remember their names). Very good breakfast. Big room and comfortable beds. Everything was great! ",The bathtub/ shower could be better.,9.6
3327,6834,Flandria Hotel,"The room was a humid and not ventilated well, as a result there's a bad smell of the carpet and in the bathroom some smell of moisture",Nice hotel in the historical center. Simple but very atmospheric breakfasts (cozy interior and music in the buffet).,8.0
3328,6727,Flandria Hotel,"The description of the Hotel is very correct. No frills hotel in the historic centre of Ghent and the right price when compared to other hotels in the centre of Ghent. We had a rather spacious room with bathroom at ground floor, the bed was very comfortable. Breakfast is basic but still ok. Everyone was very helpful and our room was quiet and cosy after turning on the heating.",Maybe it requires some TLC.,7.0
3329,7081,Flandria Hotel,The staff were lovely. The bed was clean and comfy. Hotel ideally situated for centre of Ghent.,Parking a problem and most roads leading to hotel are now one-way which my sat-nav had no idea about. The hotel itself is in a very poor condition. It is clearly very old with lots of wonky floors and a winding staircase which is difficult to get suitcases up but my main complaint was was the state of our room. The decor hasn't been touched in a very long time and the electrics - well - I was so worried we would be electrocuted. The toilet cistern was not attached to the wall and the whole place felt grubby.,7.1
3330,7551,Flandria Hotel,"The locatio is excellent!
The sataff is extremely polite and helpful!!","Very old fashioned needs complete renovatio!!!
Too pricey!!!!",5.0
3331,6696,Flandria Hotel,cosy breakfast corner. very friensly staff . Really quiet room. Superb location near the historical center of the city,Light in badroom could not be switched off manually. Ventilation turned on without any reason a few times and light  went out automatically after a few minutes while showering,8.0
3332,6756,Flandria Hotel,"Fab breakfast and really cozy breakfast/bar room
Personal touch with maps etc",,9.0
3333,6742,Flandria Hotel,"Excellent room (23) and breakfast, I like the old-fashioned and cosy, low-level profile of this hotel. Very friendly staff, feeling as being home.",,8.0
3334,6908,Flandria Hotel,Very singular and pleasant atmosphere. Very nice and helpful staff. Ideal location. Great value for money.,The room I was in would need a refresher (but then the value for money in this part of town is great.),8.0
3335,6769,Flandria Hotel,"Very good location, gave me good memories",,8.8
3336,6947,Flandria Hotel,Almost in the city centre. Easy to find.,"Toilet is too small in first floor, if the bathroom is busy; you should go down or up for toilets.",8.8
3337,6949,Flandria Hotel,Short walk from the centre. Lovely retro breakfast room and very generous breakfast. Very comfortable bed. Friendly hosts! Great value for money.,Small rooms but cannot really complain about that with the price for the night!,7.5
3338,7355,Flandria Hotel,Good service and kind staff. Swift reply to e-mails. Relaxing atmosphere.,-,9.6
3339,6632,Flandria Hotel,"Receptionist attention to detail, extremely welcoming and helpful 10/10 for this. Great location. Cosy in quiet street very near to all sights.","Not much we didn't like to be honest, pretty good in all areas. ",8.0
3340,7536,Flandria Hotel,"A cute,basic hotel. Liked it a lot. Wish there were more simple budget places like this. Breakfast was good. A very positive experience",Trying to find it do to misunderstanding. Took tram one as instructed then followed instructions. Only problem the large church at kornmarkt stop is not the cathedral but a very impressive CHURCH so wandered around in circles for quite some time. The hotel is near the CATHEDRAL,10.0
3341,7406,Flandria Hotel,Excellent location. Great breakfast.,Both our friends and I found bed bugs and reported to reception. The staff did not seem that interested or concerned. They did move our friend and gave a part refund. However we had to wait round all day to get this sorted.,5.5
3342,6959,Flandria Hotel,"Room comfortable, breakfast good.",No tea-making facilities in the room.,7.5
3343,6956,Flandria Hotel,The girl on reception was extremely pleasant and helpful. The breakfast was really good and fresh coffee all included. Ideal location.,The building and rooms a little rough around the edges but compared with the value one can't really complain.,7.9
3344,7423,Flandria Hotel,"The rooms are rather old-fashioned, and appear to be undergoing a rolling refurbishment. Rather reminiscent of French hotels circa 1980. However, the place is charming, the staff are lovely and it is spotlessly clean. It is also very well-located, just a few minutes from the centre of Gent.",,9.2
3345,6821,Flandria Hotel,"Good location, friendly people, and nice breakfast.",The room we were in could use a little upgrade as everything was rather old.,8.0
3346,6663,Flandria Hotel,It was quirky and the staff were friendly,The room had major damp issues,6.3
3347,6975,Flandria Hotel,"Amazing comfortable bed, lovely cosy room with a great view accross the city. Hotel is ideally located for everything you want to see in Gent. Breakfast was delicious!",The decor in the hallways is a bit tatty but this is a minor thing,8.8
3348,7566,Flandria Hotel,"Comfortable beds, attentive staff, great delicious breakfast, convenient location,",Can be a bit noisy-no carpets to absorb noise,9.6
3349,7036,Flandria Hotel,"The room was very clean and bathroom . the bed was beautifully made. they give us shower & shampoo gel and soup. We liked the long windows and there was a beautiful romantic view from our window. The room was warm and cozy, warm blankets en soft pillow. Breakfast was amazing! I drink Hot chocolate milk and ate toast with cheese and ham. i enjoyed the stay. Also very close to the tourist places.","We couldnt sleep very well, because of other guests coming in the hotel in the late night. That made a lot of noise. We hear the noise of the stairs everytime. Room is not sound-proof.",8.3
3350,7111,Flandria Hotel,"Breakfast was quite nice. Served in a separate room, warm fresh bread rolls and simple garments. If you do not expect anything fancy (which you shouldnt when paying this price) you'll have quite a nice experience. For a one star hotel, it's actually quite nice.","Plastic on the beds. Easy to remove though, and housekeeping got the message so they did not put it on again when I left.",8.3
3351,7022,Flandria Hotel,"Centrally located, friendly multi lingual staff, nice selection of drinks and snacks at breakfast, clean; fair price for Ghent.","Travelled with my 70yr old grandad, stairs are steep and winding. Loose light fittings and plug sockets in room.",8.3
3352,7096,Flandria Hotel,"The beds were really comfortable and it's in the centre, walking distance to all the things you want to see/do in Ghent",A bedside table (with charging point) for every bed would be nice,8.8
3353,7389,Flandria Hotel,Very nice location. Very kind and good staff and facilities.,Rooms have a shared bathroom,10.0
3354,6918,Flandria Hotel,Service was excellent! The gentleman at the reception was extremely helpful and knowledgeable about the area. He even printen my boarding pass and left it on my bed. I'll definitely visit again.,Not applicable.,8.0
3355,7051,Flandria Hotel,"Seriously super friendly and helpful staff, especially Charlotte! Good location.","I've found photos here a bit misleading - the room and bathroom didn't look that nice at all. Housekeeping could be improved and the sheets which are thorn should be thrown away.. Also, the walls and doors are very thin - we could hear some guys rambling, talking loudly and slamming doors at 5:30 am when walking back and forth between the (shared, I guess) bathroom and room(s) for like an hour..  There were some rain paddles on the rooftop/terrace, so we kept the windows closed during the day to keep mosquitos away, but housekeepers left them open every time which let plenty of mosquitos inside. Kind of annoying :(",6.7
3356,6996,Flandria Hotel,Great value,Small beds but comfortable,8.5
3357,6953,Flandria Hotel,"the staff were more than friendly and only too willing to accommodate our requests. The breakfast was typical continental  , with ample for every one.",The climb to the top but that was unavoidable but did not detract from the overall experiance of the hotel,8.3
3358,7167,Flandria Hotel,"The staff was very nice, the room was small but comfortable. Everything was very clean. The breakfast was very good. The shared bathroom was very nice. The wifi worked very well.","The bed and pillow were not very comfortable and the window of my room was broken and did not close well. I told in reception and they came to look at it, but nobody fixed it. I also missed some more hangers in the wardrobe. There was only one.",8.3
3359,7310,Flandria Hotel,,Online I selected a double bed but we got 2 single beds pushed together with separate matresses.,4.6
3360,328,Antwerp Harbour Hotel,Location super was easy  to find. good parking. Public transport outside the hotel,Its a bit loud public means and other vehicles drive by if your room is street side,7.5
3361,427,Antwerp Harbour Hotel,clean room and clean bathroom,too hot in the room some noisy outside in the city,7.1
3362,576,Antwerp Harbour Hotel,"Breakfast was nice and the hotel was clean. You can make free coffee, tea the whole day in the lobby bar. The tram/bus station is in front of the hotel which is very convenient.",The hotel is not close to the center and the road to the hotel is auwful. I think it is in an industrial area of the city so it is definately a very bad choice if you want to walk to the city center.  The hotel outside is very old and ugly so it`s a very poor quaility for the money spent. I will never book it again and don`t recomment it.,2.9
3363,672,Antwerp Harbour Hotel,The staff were truly personable and very helpful.  The breakfast was the best!,The distance from the center city was greater than we expected.,9.2
3364,681,Antwerp Harbour Hotel,"Excellent breakfast, helpful staff, cleanliness and comfortable bed",i was asked to pay an extra 15 euros to delay my check out by 2 hrs,9.6
3365,609,Antwerp Harbour Hotel,"Good very clean hotel and excellent value for money. Prime location if you have business at the port or the businesses there - don't book it if you want the centre of town. There is free parking in front of the hotel too. I had a room at the back and it was quiet. It is not a flash hotel, but it doesn't need to be. Tram & bus stop outside the hotel.","Getting to the hotel from the main road (it's in a cul-de-sac visible from the main road, but you have to drive around the houses to get to it).",9.6
3366,244,Antwerp Harbour Hotel,,"The overal cleaniness was only average. the bathroom was in general clean, but the sink was stained, despite seemingly refurbished recently. The carpet also had dark stains behind the bed towards the window. The carpet tiles are easy to remove, so I wonder why this is not done?",8.0
3367,6680,Flandria Hotel,"Nice location in the very center of the city. Room is tidy, staff is really friendly and helpful. Also we could store our luggage both before check-in and after check-out. The breakfast is good.","There is no radiator in the bathroom, so it may be quite cold in winter.",8.0
3368,7620,Flandria Hotel,Very good location,"Thin walls, a bit run down",7.1
3369,7608,Flandria Hotel,Location was very central and in a quiet area. The breakfast was limited but adequate.,Quite a lot of noise from the plumbing.,7.5
3370,6873,Flandria Hotel,,"Bathroom didn't have heater, so it was too cold.",7.0
3371,7330,Flandria Hotel,"Friendly staff, very happy to speak English. Comfortable rooms. Good breakfast buffet. Also there was a bar, including hot drinks, manned by the Reception staff. One of our rooms even had a view of the Cathedral!","As in many hotels, unfortunately there were no tea/ coffee making facilities in rooms, and we do like a cuppa! But the fact that there was a reasonably priced bar, including hot drinks meant that it wasn't too bad!",9.5
3372,7440,Flandria Hotel,,"Our hotel room did not have running water. Even after multiple reports, nothing was done about this.",4.6
3373,6928,Flandria Hotel,"Breakfast, location, Room was warm, very clean",The bathroom,8.8
3374,7505,Flandria Hotel,Roomy bathroom. Excellent staff. Great location. Nice breakfast.,No kettle in room.,9.2
3375,7372,Flandria Hotel,"The staff were very good.  Could leave my bag before check in.  Was immediately offered maps and tour brochures.
Had a single roim, shared bathroom.  The bathroom was spotless.
Breakfast was quite good.
Room was cozy, bed was comfy and warm.
Location was very good, quite close to the city main areas for tourists.",,10.0
3376,6795,Flandria Hotel,Excellent location and price.,A VERY minor thing. No coffee making facilities in room.,8.8
3377,6618,Flandria Hotel,The location is exceptional. Service is friendly and helpful.,The tv didn't work. But who cares about tv?,9.0
3378,7125,Flandria Hotel,Breakfast was good. Staff friendly. Good central position.,Size of bedroom. We had room 24. Bathroom and shower need makeover. Shower doors are falling apart. Hotel a nightmare to get to due to new one way systems and no entry signs.,7.5
3379,7641,Flandria Hotel,"Very friendly and helpful staff, comfortable double bed, good WiFi and breakfast, good location.","Old building with creaky floors (i.e. noisy), bathroom too tiny and the light inside was switching off too often.",6.7
3380,6898,Flandria Hotel,Beautiful vintage hotel! Simple facilities but nice location and friendly people. I loved it!,,8.0
3381,7473,Flandria Hotel,Good value budget hotel. Receptionist very friendly and helpful. Safe storage for cycles.,,10.0
3382,6808,Flandria Hotel,"Reception was very friendly and offered some useful tips on the local area.  Breakfast was very nice.  WIFI was fast enough to watch TV via my laptop.  The hotel is located close enough to the centre of town to have easy access to restaurants and shops, but also located down a quiet road so that there is no noise from traffic.",Double-bed was actually 2 singles pushed together - which is a pet hate of mine.  En-suite bathroom needed some repair and smelled of damp.,8.0
3383,7153,Flandria Hotel,Good central location. Good staff. Good breakfast,"Despite stating that parking was available..it isn't. We were shown the streets where free parking on a Sunday evening was but it was obvious that you couldn't park there. The streets were too narrow. Where we did park we received a parking ticket at 8pm on a Sunday evening. Talk about keen ! 
The hotel is more of a hostel than a hotel ",6.3
3384,7139,Flandria Hotel,"Close to the centre, helpful staff, everything worked, decent breakfast.","A long way to the parking, no lift, small room.",6.3
3385,7181,Flandria Hotel,Room 19 was clean and the staff moved me to the room when I complained about another room 24,Room 24 had mosquitoes and room was smelly with smoke smell. Shower drain did not work and the door was broken,7.1
3386,6782,Flandria Hotel,"The staffs I met were super super nice and really helped a lot. The breakfast was small but great. Moreover, the location is also one of the reasons that I highly recommend this hotel. ","This is an old building so during my stay, when people walked up and down the stairs, it was kinda loud at night. ",7.9
3387,7319,Flandria Hotel,"Great location-very close to old part of Gent-  room overlooking the cathedral 
Receptionist was very welcoming
Excellent breakfast",,10.0
3388,1186,Flatcom Hostel,Good and friendly staff. Good location.,It wasn't clean and safety boxes were broken.,4.0
3389,1122,Flatcom Hostel,"Clean, comfortable, cheap. tea, coffee, and cookies are included.
Fast check in, fast check out.","There's no locker. Actually, there're lockers, but we can't use them because keys were lost.
Unstable WiFi.",8.8
3390,1067,Flatcom Hostel,"Great location, clean, excellent service (also free laundry), delicious food cooked by a hostess. And on the top - unbeatable value. I stayed at a capsule and loved it. Special appreciation to the lovely hostess Lena (mother of five), who goes above and beyond to make guests happy.",,10.0
3391,1139,Flatcom Hostel,Thanks to manager of Flatcom for service.,,10.0
3392,1176,Flatcom Hostel,"The room is very big, even with a couch inside. ","The kitchen is a little bit small and the hostel has only two bathrooms. 
Its a bit far from the center. ",7.1
3393,1167,Flatcom Hostel,"Very good place to stay, everthing was clean :)  Staff was very Kindly and helpful ",Perfect :),9.2
3394,1056,Flatcom Hostel,i like the location and hostel so much clean i like it and staff aslo friendly and polite even lady don't know English but its fine. i rate 10 by 10,nothing,10.0
3395,1103,Flatcom Hostel,"Cozy hostel perfect for a short stay with fanatics staff, although we can't communicate in English(like most Russian City) their attitude is really good and very helpful! ","Atmosphere wasn't like hostel, but it's alright :)) ",9.2
3396,1244,Flatcom Hostel,,"Staff unpolite. Guy at check in, did not even say hi. Not the place to stay in if you really want to rest. Loud in corridors and people listening music with speakers with no stress. Only 2 bathrooms for so many beds.",3.8
3397,1092,Flatcom Hostel,Receptionist lady help you for everything. Thay should arrange the hostel name in English language and this advertisement board glue in front of hostel.,,10.0
3398,1221,Flatcom Hostel,..,"Registration is not made. We paid a fine of $ 103 for this reason. Disrespectful staff, dirty rooms, noise. Very far from the center. A bad hostel . (",1.0
3399,1152,Flatcom Hostel,It was clean enough. The beds are pretty comfy. Not too far away from the subway station (about 10 minutes by foot). A supermarket in the next building (8am-11pm). The stuff was friendly and helpful.,"Super thin walls, you can hear every word if people in the next room are talking in normal voices. No common place to sit and relax. There is only a tiny kitchen with bar stools or you can sit on your bed, there's no other option. From what I've understood there are rarely any travellers among people who stay there - but just people of different age who come to work. This gives the hostel a different vibe from what I'm used to.",7.9
3400,1198,Flatcom Hostel,,"Registration is not made. We paid a fine of $ 103 for this reason. Disrespectful staff, dirty rooms, noise. Very far from the center. A bad hostel . (",1.0
3401,1146,Flatcom Hostel,"I do this evaluation considering the amount paid by the room, which was very low. The address was very easy to find, but when I arrived in the morning nobody answered the door.. I gave it some time and finally I managed to get in. The receptionist spoke very little English, but understood nicely Spanish, so we manage to understand each other. The bed was brand new and very comfortable, with your own lamp and power plug.","At first the room didn't look that nice, maybe because it is a bit too crowded. At the end, it was good - it was just a bad first impression. Overall an ok hostel.",7.5
3402,573,Fleurs-Sauvages,The owners were very friendly.,We did not realise that the BnB was as remote as it was from the local town.,8.0
3403,619,Fleurs-Sauvages,the  friendliness  of  the  hosts;  the  location is  perfect for a good night  rest!,nothing!,7.9
3404,594,Fleurs-Sauvages,Very nice people on a very peaceful place,,9.6
3405,608,Fleurs-Sauvages,"Very nice B&B, tres sympa. Bed nice and comfy. Good breakfast with homemade jams.",Only small details that would make it even better: e.g. have shower Gel in the bathroom; rather cool evening + night for my taste and heating not working yet; have a free power socket near the nightstand.,9.0
3406,630,Fleurs-Sauvages,Comfortable bed  Good shower,Everything was satisfactory,8.3
3407,584,Fleurs-Sauvages,The breakfast was excellent. The owners were very nice and helpful.,I missed to have a water cooker in the room.,9.6
3408,564,Fleurs-Sauvages,"Breakfast excellent, various breads and croissants fresh from the bakery, delicious home made jams, various kinds of eggs to choose from, freshly squeezed fruit juice, cheese and cold meats. And, of course freshly brewed coffee and tea!",nothing,9.0
3409,9478,Floreal Nieuwpoort,Location is good,"Breakfast very limited. Some time you need to wait elevators. Room cleaned one time in 2-3 days despite that we cooked in room. Garbage bin was sometimes full. We was forced to buy toilet paper, soap and shampoo.",7.0
3410,9495,Floreal Nieuwpoort,"The hotel room was excellent, in terms of being able to 'look after yourself'.  It had a kitchen with everything you needed, including plates, cups and cutlery.  Staff were friendly and we got free parking on the grounds. The beds fold up into the wardrobe to make room during the day.  My partner and I slept really well.   The breakfast was fine.  Continental buffet.  Only there one night, so didn't use any of the other facilities.","The view from the room is of the town.  Would have preferred a sea view, but I don't think any of the rooms have that.  There is a ferocious wind that comes off of the sea.  Maybe that is why.  I thought the check in time was a bit late at 4.30pm and the check out time a bit early 10am.",9.2
